cod_modelo_color,des_agrup_color_eng,des_sex,des_age,des_product_category,des_product_type
57083818-70,RED,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57005813-94,GREY,Female,Adult,Tops,Sweater
57074783-99,GREY,Female,Adult,Outerwear,Blazer
57057737-05,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Beanie
57026022-PL,GREY,Female,Adult,Accesories_Swim_and_Intimate,Earrings
57047744-43,GREEN,Female,Adult,Accesories_Swim_and_Intimate,Pyjama_Trousers
57019106-99,GREY,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57049107-99,GREY,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57069109-99,GREY,Female,Adult,Bottoms,Trousers
57097124-79,RED,Female,Adult,Bottoms,Trousers
43067730-99,GREY,Female,Adult,Tops,Blouse
41039067-05,WHITE,Female,Adult,Bottoms,Trousers
41047043-85,PINK,Female,Adult,Bottoms,Skirt
51023026-17,YELLOW,Female,Adult,Outerwear,Trenchcoat
53020744-28,ORANGE,Female,Adult,Accesories_Swim_and_Intimate,Shoes
53020768-02,WHITE,Female,Adult,Tops,Blouse
53063713-02,WHITE,Female,Adult,Tops,Blouse
53060824-99,GREY,Female,Adult,Tops,Cardigan
53030874-05,WHITE,Female,Adult,Tops,Sweater
53003718-70,RED,Female,Adult,Tops,Sweater
53033776-OR,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Earrings
53067018-02,WHITE,Female,Adult,Outerwear,Jacket
51045751-92,GREY,Female,Adult,Outerwear,Coat
57025940-99,GREY,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57006709-06,WHITE,Female,Adult,Tops,Sweater
57018256-99,GREY,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57007707-37,BROWN,Female,Adult,Tops,Sweater
57019219-99,GREY,Female,Adult,Tops,T-Shirt
57068631-99,GREY,Female,Adult,Bottoms,Skirt
47037106-30,BROWN,Female,Adult,Tops,Blouse
47005752-32,BROWN,Female,Adult,Accesories_Swim_and_Intimate,Sunglasses
57055951-99,GREY,Female,Adult,Outerwear,Trenchcoat
57073795-05,WHITE,Female,Adult,Bottoms,Skirt
57056711-99,GREY,Female,Adult,Bottoms,Jeans
57012004-08,WHITE,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57080490-20,ORANGE,Female,Adult,Bottoms,Trousers
57002538-OR,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Earrings
57044016-07,WHITE,Female,Adult,Bottoms,Skirt
57013810-88,PINK,Female,Adult,Tops,Sweater
57075793-90,GREY,Female,Adult,Bottoms,Trousers
57005799-06,WHITE,Female,Adult,Tops,Sweater
57026715-99,GREY,Female,Adult,Bottoms,Trousers
57005810-95,GREY,Female,Adult,Tops,Sweater
57016032-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Ankle_boots
57049109-88,PINK,Female,Adult,Tops,Cardigan
57089122-99,GREY,Female,Adult,Bottoms,Shorts
43037739-05,WHITE,Female,Adult,Bottoms,Skirt
53063000-70,RED,Female,Adult,Tops,Shirt
53050600-69,BLUE,Female,Adult,Bottoms,Trousers
53060641-92,GREY,Female,Adult,Tops,Cardigan
53040613-28,ORANGE,Female,Adult,Tops,Cardigan
51040641-20,ORANGE,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
51093024-30,BROWN,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
53067658-32,BROWN,Female,Adult,Outerwear,Jacket
53030663-01,WHITE,Female,Adult,Tops,T-Shirt
53070745-99,GREY,Female,Adult,Tops,T-Shirt
53030876-02,WHITE,Female,Adult,Tops,Top
53003786-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Gloves
53065744-79,RED,Female,Adult,Tops,Blouse
57047652-OR,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Bracelet
57064383-08,WHITE,Female,Adult,Tops,Bodysuit
57017888-43,GREEN,Female,Adult,Bottoms,Skirt
57036304-76,RED,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57036306-43,GREEN,Female,Adult,Tops,Blouse
57007708-37,BROWN,Female,Adult,Tops,Sweater
57048629-49,GREEN,Female,Adult,Outerwear,Coat
47064003-88,PINK,Female,Adult,Accesories_Swim_and_Intimate,Bikini_Top
47067664-88,PINK,Female,Adult,Accesories_Swim_and_Intimate,Crossbody_bag
57050032-08,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Crossbody_bag
57050035-52,BLUE,Female,Adult,Bottoms,Shorts
57040591-32,BROWN,Female,Adult,Accesories_Swim_and_Intimate,Sunglasses
57040045-PL,GREY,Female,Adult,Accesories_Swim_and_Intimate,Necklace
57050248-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Hat
57040258-02,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Case
57042513-02,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Wallet
57001014-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Sunglasses
57040747-01,WHITE,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57040239-83,PINK,Female,Adult,Tops,Shirt
57082883-46,BLUE,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57050464-12,YELLOW,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57054404-05,WHITE,Female,Adult,Tops,Top
57003822-34,BROWN,Female,Adult,Bottoms,Jeans
57093796-56,BLUE,Female,Adult,Tops,Sweater
57024033-OR,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Earrings
57055969-35,BROWN,Female,Adult,Bottoms,Trousers
57034036-37,BROWN,Female,Adult,Tops,T-Shirt
57004046-OR,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Earrings
57078265-34,BROWN,Female,Adult,Outerwear,Outer vest
57061180-99,GREY,Female,Adult,Bottoms,Skirt
57077734-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Sandals
57004060-20,ORANGE,Female,Adult,Accesories_Swim_and_Intimate,Earrings
57036022-05,WHITE,Female,Adult,Tops,Shirt
57099112-99,GREY,Female,Adult,Tops,Bodysuit
57029121-OR,WHITE,Female,Adult,Tops,Top
43080977-OR,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Necklace
43005014-56,BLUE,Female,Adult,Tops,Sweater
53090591-12,YELLOW,Female,Adult,Accesories_Swim_and_Intimate,Handbag
53050624-01,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Handbag
53040623-02,WHITE,Female,Adult,Tops,Top
53020671-32,BROWN,Female,Adult,Accesories_Swim_and_Intimate,Glasses
53010842-01,WHITE,Female,Adult,Tops,T-Shirt
53043040-56,BLUE,Female,Adult,Tops,Blouse
53043041-08,WHITE,Female,Adult,Tops,Top
53080982-01,WHITE,Female,Adult,Tops,Sweater
53043748-TO,BLUE,Female,Adult,Bottoms,Trousers
53080662-15,YELLOW,Female,Adult,Accesories_Swim_and_Intimate,Cosmetic_bag
57005938-OR,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Earrings
57007688-06,WHITE,Female,Adult,Tops,Sweater
57084753-08,WHITE,Female,Adult,Tops,Top
57047686-99,GREY,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
53903728-05,WHITE,Female,Adult,Tops,Sweater
47001195-80,PINK,Female,Adult,Accesories_Swim_and_Intimate,Shoulder_bag
47035839-20,ORANGE,Female,Adult,Accesories_Swim_and_Intimate,Kerchief
47061313-TO,BLUE,Female,Adult,Bottoms,Jeans
47097821-02,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Handbag
47097821-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Handbag
47077127-43,GREEN,Female,Adult,Bottoms,Skirt
57000158-56,BLUE,Female,Adult,Tops,Shirt
57050213-05,WHITE,Female,Adult,Tops,Blouse
57040382-52,BLUE,Female,Adult,Bottoms,Trousers
57030409-99,GREY,Female,Adult,Bottoms,Skirt
57084394-46,BLUE,Female,Adult,Bottoms,Skirt
57004013-59,BLUE,Female,Adult,Tops,T-Shirt
57050454-88,PINK,Female,Adult,Tops,Top
57050471-05,WHITE,Female,Adult,Bottoms,Shorts
57072889-OR,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Crossbody_bag
57043812-35,BROWN,Female,Adult,Bottoms,Trousers
57005992-68,PURPLE,Female,Adult,Tops,Blouse
57056021-01,WHITE,Female,Adult,Tops,Shirt
57066023-01,WHITE,Female,Adult,Tops,Top
43059063-05,WHITE,Female,Adult,Tops,Top
53070521-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Handbag
53000591-01,WHITE,Female,Adult,Bottoms,Jeans
53090663-32,BROWN,Female,Adult,Accesories_Swim_and_Intimate,Glasses
53000765-OR,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Earrings
53060847-OR,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Necklace
53063743-32,BROWN,Female,Adult,Accesories_Swim_and_Intimate,Ankle_boots
53023752-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Belt
53013766-CU,BROWN,Female,Adult,Accesories_Swim_and_Intimate,Belt
51067019-99,GREY,Female,Adult,Outerwear,Blazer
57075915-43,GREEN,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
53195802-20,ORANGE,Female,Adult,Accesories_Swim_and_Intimate,Handbag
57045930-OR,WHITE,Female,Adult,Dresses_jumpsuits_and_Complete_set,Jumpsuit
57004389-37,BROWN,Female,Adult,Tops,T-Shirt
67090025-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Handbag
67050070-OR,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Necklace
57047894-99,GREY,Female,Adult,Tops,Blouse
67010569-OR,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Earrings
57078262-92,GREY,Female,Adult,Outerwear,Coat
47084028-01,WHITE,Female,Adult,Tops,T-Shirt
47067116-05,WHITE,Female,Adult,Tops,Top
57050099-PL,GREY,Female,Adult,Accesories_Swim_and_Intimate,Shoes
57040169-TN,GREY,Female,Adult,Bottoms,Shorts
57030259-06,WHITE,Female,Adult,Bottoms,Shorts
57040704-52,BLUE,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
47055882-99,GREY,Female,Adult,Tops,Top
47028648-91,GREY,Female,Adult,Tops,T-Shirt
57042002-52,BLUE,Female,Adult,Bottoms,Shorts
57052894-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Bucket bag
57055139-37,BROWN,Female,Adult,Bottoms,Trousers
57014778-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Shoulder_bag
57014425-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Shoulder_bag
57004049-PL,GREY,Female,Adult,Accesories_Swim_and_Intimate,Earrings
57023816-40,GREEN,Female,Adult,Tops,Sweater
57027726-05,WHITE,Female,Adult,Tops,Cardigan
57067729-01,WHITE,Female,Adult,Bottoms,Trousers
43033733-79,RED,Female,Adult,Accesories_Swim_and_Intimate,Kerchief
41083025-99,GREY,Female,Adult,Bottoms,Leggings
43077738-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Sandals
43075033-02,WHITE,Female,Adult,Tops,Blouse
53040614-11,YELLOW,Female,Adult,Accesories_Swim_and_Intimate,Cosmetic_bag
53060665-PL,GREY,Female,Adult,Accesories_Swim_and_Intimate,Glasses
53083720-37,BROWN,Female,Adult,Outerwear,Puffer_coat
53003732-06,WHITE,Female,Adult,Tops,Sweater
53030884-81,PINK,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
53000885-37,BROWN,Female,Adult,Tops,T-Shirt
53055714-06,WHITE,Female,Adult,Tops,Sweater
53031016-68,PURPLE,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
53033767-90,GREY,Female,Adult,Accesories_Swim_and_Intimate,Necklace
51075736-99,GREY,Female,Adult,Outerwear,Blazer
53031080-95,GREY,Female,Adult,Tops,T-Shirt
53083780-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Handbag
53035033-43,GREEN,Female,Adult,Accesories_Swim_and_Intimate,Shoes
51045771-99,GREY,Female,Adult,Outerwear,Coat
53005785-31,BROWN,Female,Adult,Accesories_Swim_and_Intimate,Handbag
57005909-70,RED,Female,Adult,Accesories_Swim_and_Intimate,Belt
57005509-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Ankle_boots
57075904-02,WHITE,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57075925-08,WHITE,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57095933-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Card_holder
57087687-99,GREY,Female,Adult,Tops,Sweatshirt
57007894-05,WHITE,Female,Adult,Tops,Sweater
57017896-92,GREY,Female,Adult,Tops,Sweater
57006715-02,WHITE,Female,Adult,Tops,Sweater
47000189-PL,GREY,Female,Adult,Accesories_Swim_and_Intimate,Earrings
47045949-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Shoulder_bag
47088633-99,GREY,Female,Adult,Tops,Top
57050089-98,GREY,Female,Adult,Beauty,Fragance
57050107-88,PINK,Female,Adult,Accesories_Swim_and_Intimate,Wallet
57075947-99,GREY,Female,Adult,Outerwear,Outer vest
57040158-88,PINK,Female,Adult,Accesories_Swim_and_Intimate,Handbag
57000769-08,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Shoulder_bag
57003820-TN,GREY,Female,Adult,Bottoms,Jeans
57073810-99,GREY,Female,Adult,Bottoms,Skirt
57055972-30,BROWN,Female,Adult,Accesories_Swim_and_Intimate,Ankle_boots
57035983-99,GREY,Female,Adult,Outerwear,Jacket (Cazadora)
57093273-98,GREY,Female,Adult,Beauty,Bodymist
57093815-99,GREY,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57043820-70,RED,Female,Adult,Outerwear,Vest
57063821-43,GREEN,Female,Adult,Dresses_jumpsuits_and_Complete_set,Jumpsuit
57077726-35,BROWN,Female,Adult,Tops,T-Shirt
57086019-TN,GREY,Female,Adult,Bottoms,Jeans
57057746-92,GREY,Female,Adult,Outerwear,Coat
57008279-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Shoulder_bag
57019122-43,GREEN,Female,Adult,Tops,Top
43057767-70,RED,Female,Adult,Accesories_Swim_and_Intimate,Necklace
43079062-05,WHITE,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
53060547-TA,BROWN,Female,Adult,Accesories_Swim_and_Intimate,Handbag
53050595-OR,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Belt
53080604-07,WHITE,Female,Adult,Tops,Cardigan
53060600-99,GREY,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
53090620-02,WHITE,Female,Adult,Dresses_jumpsuits_and_Complete_set,Jumpsuit
51040641-56,BLUE,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
53030667-56,BLUE,Female,Adult,Tops,T-Shirt
53070671-TO,BLUE,Female,Adult,Bottoms,Jeans
53000762-OR,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Earrings
53053034-56,BLUE,Female,Adult,Tops,Blouse
51040897-08,WHITE,Female,Adult,Tops,Shirt
51070905-70,RED,Female,Adult,Bottoms,Skirt
51090921-37,BROWN,Female,Adult,Tops,Shirt
53033714-95,GREY,Female,Adult,Bottoms,Skirt
53043049-02,WHITE,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
53043764-37,BROWN,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
53033769-02,WHITE,Female,Adult,Tops,Blouse
53063770-02,WHITE,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
53087018-37,BROWN,Female,Adult,Outerwear,Puffer_coat
53005769-99,GREY,Female,Adult,Tops,Sweater
53045774-56,BLUE,Female,Adult,Tops,Shirt
57077881-70,RED,Female,Adult,Outerwear,Blazer
57007884-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Belt
57047889-61,PURPLE,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
47004036-30,BROWN,Unisex,Adult,Home,Basket
57032510-01,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Trainers
57040252-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Case
57050179-99,GREY,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57010282-01,WHITE,Female,Adult,Tops,T-Shirt
57012885-01,WHITE,Female,Adult,Tops,Top
57030384-20,ORANGE,Female,Adult,Bottoms,Trousers
57004410-05,WHITE,Female,Adult,Tops,T-Shirt
57083810-99,GREY,Female,Adult,Tops,T-Shirt
57024777-80,PINK,Female,Adult,Accesories_Swim_and_Intimate,Shoes
57095794-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Shoulder_bag
57087737-91,GREY,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57145960-98,GREY,Female,Adult,Beauty,Bodymist
57037903-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Shoulder_bag
57007130-CO,BROWN,Female,Adult,Tops,T-Shirt
57077762-99,GREY,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57037763-79,RED,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
53060591-79,RED,Female,Adult,Accesories_Swim_and_Intimate,Foulard
41075826-37,BROWN,Female,Adult,Bottoms,Trousers
53095642-69,BLUE,Female,Adult,Outerwear,Coat
51000636-85,PINK,Female,Adult,Tops,T-Shirt
51000640-12,YELLOW,Female,Adult,Tops,Top
53000658-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Shoes
51093029-08,WHITE,Female,Adult,Bottoms,Skirt
53013718-99,GREY,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
53970589-87,PINK,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
51015719-09,WHITE,Female,Adult,Outerwear,Coat
51085014-99,GREY,Female,Adult,Dresses_jumpsuits_and_Complete_set,Jumpsuit
53023755-52,BLUE,Female,Adult,Accesories_Swim_and_Intimate,Earrings
51093755-92,GREY,Female,Adult,Bottoms,Skirt
51091078-85,PINK,Female,Adult,Tops,Top
51075736-79,RED,Female,Adult,Outerwear,Blazer
53095775-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Boots
53085779-01,WHITE,Female,Adult,Tops,Shirt
53985035-37,BROWN,Female,Adult,Outerwear,Parka
57075923-37,BROWN,Female,Adult,Tops,Shirt
57004755-13,YELLOW,Female,Adult,Tops,Sweater
57064754-99,GREY,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57075782-CG,BROWN,Female,Adult,Accesories_Swim_and_Intimate,Boots
57017688-99,GREY,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57099205-76,RED,Female,Adult,Outerwear,Jacket
67040052-PL,GREY,Female,Adult,Accesories_Swim_and_Intimate,Earrings
67043253-05,WHITE,Female,Adult,Tops,Sweater
57087701-07,WHITE,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
47005582-99,GREY,Female,Adult,Bottoms,Trousers
47005775-05,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Belt
47087105-01,WHITE,Female,Adult,Bottoms,Trousers
57040028-52,BLUE,Female,Adult,Accesories_Swim_and_Intimate,Foulard
57000031-68,PURPLE,Female,Adult,Accesories_Swim_and_Intimate,Umbrella
57012508-32,BROWN,Female,Adult,Accesories_Swim_and_Intimate,Sunglasses
57050070-02,WHITE,Female,Adult,Tops,Shirt
57067702-43,GREEN,Female,Adult,Outerwear,Puffer_coat
57010722-36,BROWN,Female,Adult,Bottoms,Trousers
57050248-52,BLUE,Female,Adult,Accesories_Swim_and_Intimate,Hat
47015884-DI,BLUE,Female,Adult,Bottoms,Jeans
57050176-20,ORANGE,Female,Adult,Bottoms,Trousers
57072885-99,GREY,Female,Adult,Bottoms,Skirt
57076710-92,GREY,Female,Adult,Outerwear,Coat
57045139-99,GREY,Female,Adult,Bottoms,Skirt
57050491-PL,GREY,Female,Adult,Accesories_Swim_and_Intimate,Shoulder_bag
57053810-41,GREEN,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57015797-10,YELLOW,Female,Adult,Tops,Sweater_Vest
57054422-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Shoulder_bag
57055801-08,WHITE,Female,Adult,Bottoms,Trousers
57036014-30,BROWN,Unisex,Adult,Home,Plaid
57014438-56,BLUE,Female,Adult,Bottoms,Trousers
57036728-92,GREY,Female,Adult,Bottoms,Trousers
57008284-43,GREEN,Female,Adult,Accesories_Swim_and_Intimate,Purse
57037762-01,WHITE,Female,Adult,Home,Pyjiama_Sweater
43080696-80,PINK,Female,Adult,Accesories_Swim_and_Intimate,Trainers
53000588-02,WHITE,Female,Adult,Bottoms,Jeans
53025008-99,GREY,Female,Adult,Outerwear,Vest
51090613-01,WHITE,Female,Adult,Bottoms,Trousers
53090544-05,WHITE,Female,Adult,Tops,Sweater
53050632-08,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Handbag
53020604-28,ORANGE,Female,Adult,Tops,Top
53063701-78,RED,Female,Adult,Tops,Top
53090690-02,WHITE,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
53060875-99,GREY,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
53040896-80,PINK,Female,Adult,Tops,Sweater
53035014-99,GREY,Female,Adult,Outerwear,Blazer
53055731-09,WHITE,Female,Adult,Outerwear,Leather_Jacket
53005783-CG,BROWN,Female,Adult,Accesories_Swim_and_Intimate,Handbag
53095778-56,BLUE,Female,Adult,Tops,Sweatshirt
57097881-OR,WHITE,Female,Adult,Bottoms,Skirt
57025784-99,GREY,Female,Adult,Tops,T-Shirt
57055938-99,GREY,Female,Adult,Bottoms,Trousers
57095939-37,BROWN,Female,Adult,Outerwear,Jacket
57047891-43,GREEN,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57009081-99,GREY,Female,Adult,Tops,Sweater
47005933-TC,BLUE,Female,Adult,Accesories_Swim_and_Intimate,Sandals
57050028-OR,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Belt
57050044-OR,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Necklace
57050079-40,GREEN,Female,Adult,Accesories_Swim_and_Intimate,Earrings
57040165-02,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Card_holder
47085881-TN,GREY,Female,Adult,Bottoms,Jeans
57000420-11,YELLOW,Female,Adult,Accesories_Swim_and_Intimate,Bikini pantie
57003805-05,WHITE,Female,Adult,Bottoms,Jeans
57050481-20,ORANGE,Female,Adult,Tops,Top
57094769-TO,BLUE,Female,Adult,Dresses_jumpsuits_and_Complete_set,Jumpsuit
57093811-50,BLUE,Female,Adult,Tops,Blouse
57095788-79,RED,Female,Adult,Tops,Shirt
57014047-OR,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Necklace
57015975-78,RED,Female,Adult,Accesories_Swim_and_Intimate,Shoes
57058269-PL,GREY,Female,Adult,Tops,Top
57057747-PL,GREY,Female,Adult,Accesories_Swim_and_Intimate,Necklace
57008283-09,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Belt bag
57013277-05,WHITE,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57007772-02,WHITE,Female,Adult,Tops,Sweater
57039111-05,WHITE,Female,Adult,Tops,Sweater
43015013-08,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Handbag
43027740-CU,BROWN,Female,Adult,Accesories_Swim_and_Intimate,Sandals
53080529-81,PINK,Female,Adult,Accesories_Swim_and_Intimate,Kerchief
53090529-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Belt
51070586-08,WHITE,Female,Adult,Bottoms,Skirt
53080602-20,ORANGE,Female,Adult,Accesories_Swim_and_Intimate,Shoes
53030624-06,WHITE,Female,Adult,Tops,Top
51050756-12,YELLOW,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
53060914-06,WHITE,Female,Adult,Bottoms,Skirt
53000995-01,WHITE,Female,Adult,Tops,T-Shirt
53015769-56,BLUE,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
53097020-81,PINK,Female,Adult,Accesories_Swim_and_Intimate,Sock_(Pack)
53087021-56,BLUE,Female,Adult,Tops,Blouse
53043794-99,GREY,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
53095033-99,GREY,Female,Adult,Tops,Top
53103798-OR,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Earrings
57055910-94,GREY,Female,Adult,Bottoms,Trousers
57019028-30,BROWN,Female,Adult,Bottoms,Trousers
51083792-95,GREY,Female,Adult,Bottoms,Trousers
57037888-99,GREY,Female,Adult,Outerwear,Trenchcoat
57006712-05,WHITE,Female,Adult,Tops,Sweater
67030596-99,GREY,Female,Adult,Bottoms,Trousers
47051280-05,WHITE,Female,Adult,Tops,Sweater
47024433-80,PINK,Female,Adult,Accesories_Swim_and_Intimate,Sandals
57040267-30,BROWN,Female,Adult,Bottoms,Skirt
57033802-90,GREY,Female,Adult,Tops,Sweater
57000494-80,PINK,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57033804-DI,BLUE,Female,Adult,Bottoms,Skirt
57062525-46,BLUE,Female,Adult,Accesories_Swim_and_Intimate,Necklace
57043810-95,GREY,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57095975-52,BLUE,Female,Adult,Tops,Shirt
57005801-70,RED,Female,Adult,Accesories_Swim_and_Intimate,Shoulder_bag
57034425-TL,GREY,Female,Adult,Accesories_Swim_and_Intimate,Sandals
57063815-37,BROWN,Female,Adult,Tops,Top
57033818-08,WHITE,Female,Adult,Tops,Sweater
57066016-92,GREY,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57077738-OR,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Necklace
57046027-99,GREY,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57019100-05,WHITE,Female,Adult,Tops,Sweater
57003278-05,WHITE,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57024048-01,WHITE,Unisex,Adult,Home,Pillow Case
57019120-99,GREY,Female,Adult,Tops,Sweater
57069118-TO,BLUE,Female,Adult,Bottoms,Skirt
43023733-09,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Handbag
43035023-12,YELLOW,Female,Adult,Accesories_Swim_and_Intimate,Handbag
53090646-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Handbag
53093032-02,WHITE,Female,Adult,Tops,Top
53000875-01,WHITE,Female,Adult,Tops,T-Shirt
53070671-TU,GREY,Female,Adult,Bottoms,Jeans
51063744-02,WHITE,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
53051009-05,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Purse
53083749-99,GREY,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
53050664-15,YELLOW,Female,Adult,Accesories_Swim_and_Intimate,Cosmetic_bag
53095765-OR,WHITE,Female,Adult,Bottoms,Trousers
53035035-02,WHITE,Female,Adult,Tops,Shirt
57035916-99,GREY,Female,Adult,Tops,T-Shirt
57047651-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Boots
57086706-77,RED,Female,Adult,Accesories_Swim_and_Intimate,Boots
57019028-99,GREY,Female,Adult,Bottoms,Trousers
57047659-37,BROWN,Female,Adult,Bottoms,Trousers
57025786-99,GREY,Female,Adult,Tops,T-Shirt
57029217-83,PINK,Female,Adult,Tops,Sweater
47032878-02,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Shoulder_bag
47077105-01,WHITE,Female,Adult,Outerwear,Blazer
47045866-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Earrings
47005874-01,WHITE,Female,Adult,Tops,Sweater
57050054-88,PINK,Female,Adult,Accesories_Swim_and_Intimate,Belt
